Title,Location,Description,nTile10,nTile25,nTile50,nTile75,nTile90
DevOps Engineer I,"Raleigh, NC","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",49996,59572,70091,80647,90258
DevOps Engineer I,"Miami, FL","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",50296,59930,70511,81131,90800
DevOps Engineer I,"Long Beach, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",57606,68640,80759,92923,103997
DevOps Engineer I,"Virginia Beach, VA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",49391,58852,69243,79672,89167
DevOps Engineer I,"Oakland, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",61481,73257,86192,99173,110992
DevOps Engineer I,"Minneapolis, MN","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",55043,65587,77167,88789,99371
DevOps Engineer I,"Tulsa, OK","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",49567,59061,69489,79955,89484
DevOps Engineer I,"Tampa, FL","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",49174,58593,68939,79322,88775
DevOps Engineer I,"Arlington, TX","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",50260,59887,70461,81073,90735
DevOps Engineer I,"New Orleans, LA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",51109,60899,71651,82443,92268
DevOps Engineer I,"Wichita, KS","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",49753,59283,69750,80255,89820
DevOps Engineer I,"Bakersfield, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",55333,65931,77573,89256,99893
DevOps Engineer I,"Cleveland, OH","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",51137,60933,71691,82489,92319
DevOps Engineer I,"Aurora, CO","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",52214,62215,73200,84225,94262
DevOps Engineer I,"Anaheim, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",57735,68794,80941,93131,104230
DevOps Engineer I,"Honolulu, HI","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",53555,63814,75081,86389,96684
DevOps Engineer I,"Santa Ana, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",57657,68702,80832,93006,104090
DevOps Engineer I,"Riverside, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",55271,65857,77486,89156,99781
DevOps Engineer I,"Corpus Christi, TX","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",48492,57781,67983,78222,87544
DevOps Engineer I,"Lexington, KY","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",48652,57972,68207,78480,87833
DevOps Engineer I,"Henderson, NV","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",52569,62638,73698,84797,94903
DevOps Engineer I,"Stockton, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",55214,65790,77406,89064,99678
DevOps Engineer I,"Saint Paul, MN","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",55043,65587,77167,88789,99371
DevOps Engineer I,"Cincinnati, OH","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",50523,60200,70829,81497,91209
DevOps Engineer I,"Pittsburgh, PA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",50889,60637,71344,82089,91872
DevOps Engineer I,"Greensboro, NC","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",49375,58833,69221,79646,89138
DevOps Engineer I,"Lincoln, NE","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",48610,57921,68148,78412,87757
DevOps Engineer I,"Anchorage, AK","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",57461,68468,80557,92689,103736
